Wednesday, 12 May 2021 09:18:57
10600nm 1550nm 532nm
PERCENTAGE
BASELINE[LWIR/SWIR/VIS]: 1.04116906881332 0.945331764221191 0.896040351390839
BASELINE_REFERENCE[LWIR/SWIR/VIS]: 1 1 1
SECONDS LWIR_Meas SWIR_Meas VIS_Meas LWIR_Pick SWIR_Pick VIS_Pick LWIR_Disp SWIR_Disp VIS_Disp
== DATA STARTS HERE ==
33552 1.04223604202271 0.949015116691589 0.898456656932831 1 1 1 100.102478381402 100.389635957428 100.269664813447
33553 1.04146809577942 0.944855546951294 0.897847175598145 1 1 1 100.028720308262 99.9496243236585 100.201645406315
33554 1.0417599439621 0.948065686225891 0.901567876338959 1 1 1 100.05675112395 100.28920238462 100.616883485162
33555 1.04153504371643 0.949573850631714 0.90022634267807 1 1 1 100.035150381823 100.448740492077 100.467165488779
33556 1.04143469333649 0.947205352783203 0.902223873138428 1 1 1 100.025512141219 100.198193759368 100.690094116631
33557 1.04196846485138 0.950944209098816 0.899979686737061 1 1 1 100.076778696371 100.593701078293 100.439638163628
33558 1.04159026145935 0.949235475063324 0.893684816360474 1 1 1 100.040453818562 100.412946120069 99.7371173042923
33559 1.04136176109314 0.946594178676605 0.89561630487442 1 1 1 100.018507299687 100.133541948255 99.952675511124
33561 1.04100153446198 0.944586062431335 0.890668904781342 1 1 1 99.9839090157048 99.92111745124 99.4005351878228
33562 1.04080605506897 0.949666810035706 0.897007024288177 1 1 1 99.9651340252772 100.458574013758 100.107882741646
33563 1.04132590293884 0.947874486446381 0.899644601345062 1 1 1 100.015063271683 100.268976704415 100.402241924555
33564 1.04216487407684 0.946306395530701 0.896272134780884 1 1 1 100.095642993376 100.103099392869 100.02586751698
33565 1.04135472774506 0.946313834190369 0.900664758682251 1 1 1 100.017831775577 100.103886276368 100.516093642907
33566 1.04190971851349 0.945231878757477 0.900833928585053 1 1 1 100.07113635262 99.9894338191633 100.534973362168
33567 1.04146802425385 0.94187251329422 0.897608232498169 1 1 1 100.028713438526 99.6340701690246 100.17497885055
33568 1.04192790985107 0.944953203201294 0.894640910625458 1 1 1 100.072883555657 99.9599546916516 99.8438194481746
33569 1.04147064685822 0.946355640888214 0.896122288703918 1 1 1 100.028965328872 100.108308712959 100.009144377589
33570 1.04192452430725 0.94582052230835 0.895740079879761 1 1 1 100.072558388119 100.051702281216 99.9664890637334
33571 1.04119131565094 0.945220565795898 0.896582460403442 1 1 1 100.002136717108 99.9882371005078 100.060500513371
33572 1.04192478656769 0.943679308891296 0.892652177810669 1 1 1 100.072583577154 99.8251983703038 99.6218726561912
33573 1.04059035778046 0.943475258350372 0.897288727760315 1 1 1 99.9444171892729 99.8036132984118 100.139321445462
33574 1.04161081314087 0.946220552921295 0.892001748085022 1 1 1 100.04242772291 100.094018706844 99.5492833219455
33575 1.04169344902039 0.947347581386566 0.889723777770996 1 1 1 100.050364558722 100.213239123202 99.2950570127743
33576 1.04177217483521 0.949510765075684 0.896327483654022 1 1 1 100.057925848928 100.442067114706 100.032044568388
33577 1.0417843580246 0.944479656219482 0.891359436511993 1 1 1 100.05909599408 99.9098614863099 99.477599990717
33578 1.04191164970398 0.944482183456421 0.897041308879852 1 1 1 100.071321835511 99.9101288249348 100.111708974653
33579 1.04231715202332 0.945461118221283 0.899008738994598 1 1 1 100.110268662831 100.013683450085 100.331278340217
33580 1.04237966537476 0.947694540023804 0.896008825302124 1 1 1 100.116272812715 100.249941437709 99.9964816217634
33581 1.04138305187225 0.946059823036194 0.896044433116913 1 1 1 100.020552191314 100.077016222511 100.00045552927
33582 1.04199323654175 0.945644307136536 0.89650022983551 1 1 1 100.079157915185 100.033061717291 100.05132340792
33583 1.04248514175415 0.946157872676849 0.894458329677582 1 1 1 100.12640338445 100.087388204536 99.8234430278948
33584 1.04144289493561 0.94470921754837 0.900384783744812 1 1 1 100.026299871028 99.9341451650751 100.484847847224
33585 1.04086353778839 0.947041094303131 0.896860158443451 1 1 1 99.9706550036796 100.180818009786 100.091492202482
33586 1.04191253185272 0.946174585819244 0.895153081417084 1 1 1 100.071406562264 100.089156170347 99.9009787927098
33587 1.04212536811829 0.949674308300018 0.894574189186096 1 1 1 100.0918486088 100.459367202413 99.8363731943024
33588 1.04163835048676 0.951090216636658 0.899334144592285 1 1 1 100.045072571544 100.609146189032 100.367594293754
33589 1.04186809062958 0.948869228363037 0.899413740634918 1 1 1 100.067138165855 100.374203457001 100.376477380605
33590 1.04117166996002 0.948172605037689 0.900874090194702 1 1 1 100.000249829425 100.300512573894 100.539455482821
33591 1.04179584980011 0.948719131946564 0.899641275405884 1 1 1 100.060199731778 100.358325812543 100.401870742702
33592 1.040873503685 0.949781024456024 0.899788749217987 1 1 1 99.9716121869944 100.470655954156 100.418329132313
33593 1.04181163311005 0.946167814731598 0.895175039768219 1 1 1 100.061715653679 100.088439904597 99.903429391179
33594 1.04111535549164 0.948080635070801 0.893813824653625 1 1 1 99.9948410567222 100.290783717807 99.7515149028995
33595 1.04196176528931 0.951839816570282 0.893192958831787 1 1 1 100.076135231033 100.688441095011 99.6822249629013
33596 1.0415874004364 0.948112380504608 0.896956181526184 1 1 1 100.040179029094 100.294141844023 100.102208581781
33597 1.04174904823303 0.947470355033875 0.898209154605865 1 1 1 100.055704634058 100.226226484037 100.242043029832
33598 1.04135766029358 0.947735142707825 0.899213433265686 1 1 1 100.018113434783 100.254236510143 100.354122654178
33599 1.04167082309723 0.949913942813873 0.898136532306671 1 1 1 100.04819143201 100.484716452584 100.233938227512
33600 1.04186136722565 0.949324584007263 0.89630845785141 1 1 1 100.066492410605 100.422372328657 100.029921248541
33601 1.04200031757355 0.948466861248016 0.897973680496216 1 1 1 100.079838019119 100.331639869248 100.215763620732
33602 1.0422545671463 0.943945562839508 0.896578180789948 1 1 1 100.10425764321 99.8533635032538 100.060022899446
33603 1.04150655269623 0.942621576786041 0.896044850349426 1 1 1 100.0324139367 99.7133083285969 100.000502093302
33604 1.04139997959137 0.949131321907043 0.894297957420349 1 1 1 100.022178029002 100.401928490045 99.8055451445033
33605 1.04145636558533 0.947577488422394 0.891967701911926 1 1 1 100.027593671442 100.237559371873 99.5454836969573
33606 1.04178323745728 0.9486447930336 0.893444776535034 1 1 1 100.058988368205 100.350462021673 99.7103283516445
33607 1.04163420200348 0.951037859916687 0.893408632278442 1 1 1 100.044674126814 100.603607739786 99.7062945760968
33608 1.04120826721191 0.94684681892395 0.886244559288025 1 1 1 100.003764844708 100.160266983518 98.9067688650842
33609 1.04126496315002 0.950493979454041 0.893344604969025 1 1 1 100.009210256007 100.546074450074 99.6991489928294
33610 1.04118857383728 0.950263738632202 0.8944828748703 1 1 1 100.001873377201 100.521718892528 99.8261823233607
33611 1.04090087413788 0.95072113275528 0.897408080101013 1 1 1 99.974241006242 100.570103400527 100.152641419335
33612 1.04161427021027 0.95006490945816 0.8975022315979 1 1 1 100.042759760185 100.500686152323 100.163148925692
33613 1.04159951210022 0.948223662376404 0.897561514377594 1 1 1 100.04134230451 100.305913570734 100.169765009399
33614 1.04144403934479 0.949939966201782 0.900909352302551 1 1 1 100.026409786816 100.487469283801 100.543390808701
33615 1.04159829616547 0.950416159629822 0.895016837120056 1 1 1 100.041225518986 100.53784243808 99.8857736407525
33616 1.04146113395691 0.949500215053558 0.893044316768646 1 1 1 100.028051653889 100.440951102051 99.6656361940016
33617 1.04130942821503 0.947515594959259 0.895550227165222 1 1 1 100.013480942328 100.231012097628 99.9453010989008
33618 1.0416496515274 0.947907161712646 0.894452822208404 1 1 1 100.046157989944 100.272433191069 99.8228283826761
33619 1.04168136119843 0.95104296207428 0.89775253534317 1 1 1 100.049203573218 100.604147461161 100.19108335352
33620 1.04176001548767 0.948042821884155 0.899854409694672 1 1 1 100.056757993687 100.286783726684 100.425656980505
33621 1.04180924892426 0.948307526111603 0.896612763404846 1 1 1 100.061486662455 100.314784925572 100.063882392475
33622 1.04143373966217 0.949420416355133 0.894006204605102 1 1 1 100.025420544729 100.432509758869 99.7729849127242
33623 1.04150536060333 0.948131442070007 0.889369869232178 1 1 1 100.032299441088 100.296158232991 99.2555600706702
33624 1.04103629589081 0.949726939201355 0.89871152639389 1 1 1 99.9872477077458 100.464934655378 100.298108784823
33625 1.04126019477844 0.951152145862579 0.893796157836914 1 1 1 100.008752273559 100.615697246372 99.7495432487565
33626 1.04156649112701 0.955081021785736 0.894031286239624 1 1 1 100.038170776063 101.031305403408 99.7757840762309
33627 1.04132475852966 0.94903826713562 0.894100296497345 1 1 1 100.014953355896 100.392084880114 99.7834857670771
33628 1.04193801879883 0.951928699016571 0.894161403179169 1 1 1 100.073854478445 100.697843344005 99.7903054021224
33629 1.04151802062988 0.9492591381073 0.894495868682861 1 1 1 100.033515384486 100.415449267099 99.8276324603485
33630 1.04191341400146 0.952413403987885 0.893322026729584 1 1 1 100.071491289017 100.749116874596 99.696629213513
33631 1.04195330142975 0.947741043567657 0.893135023117065 1 1 1 100.075322312189 100.254860720612 99.675759214497
33632 1.04212415218353 0.949178290367126 0.891160905361176 1 1 1 100.091731823276 100.406896953167 99.4554434940247
33633 1.0406263589859 0.950014472007751 0.893294143676758 1 1 1 99.9478749567501 100.495350729108 99.6935174057934
33634 1.04147863388062 0.949634718894959 0.896115827560425 1 1 1 100.029732449471 100.455179317635 100.008423300298
33635 1.04178078174591 0.954018700122833 0.894040954113007 1 1 1 100.058752507245 100.91892986467 99.7768630313659
33636 1.04186124801636 0.950234532356262 0.89628232717514 1 1 1 100.066480961043 100.518629365968 100.027005009755
33637 1.04157643318176 0.950554406642914 0.895880174636841 1 1 1 100.039125669465 100.552466617476 99.9821239351834
33638 1.04192671775818 0.946672439575195 0.896570992469788 1 1 1 100.072769060045 100.141820618406 100.059220667699
33639 1.0411810874939 0.949557971954346 0.893212807178497 1 1 1 100.001154344758 100.447060798453 99.6844400804102
33640 1.04115393161774 0.951829445362091 0.893766319751739 1 1 1 99.998546134721 100.687343997824 99.7462132552882
33641 1.04164876937866 0.952467596530914 0.896575009822845 1 1 1 100.046073263191 100.754849522654 100.059669012805
33642 1.04170258045197 0.949729573726654 0.897707223892212 1 1 1 100.051241595109 100.465213343284 100.186026499676
33643 1.04108290672302 0.94912930727005 0.889479005336761 1 1 1 99.9917244861683 100.401715375764 99.2677398909667
33644 1.04155042171478 0.949020183086395 0.897512769699097 1 1 1 100.036627375215 100.390171895709 100.164325000093
33645 1.04117045402527 0.952262723445892 0.894726276397705 1 1 1 100.000133043901 100.733177439606 99.8533464490641
33646 1.04178609848022 0.950068521499634 0.890947651863098 1 1 1 100.059263157674 100.501068244792 99.4316439522132
33647 1.04149901866913 0.947597849369049 0.902877879142761 1 1 1 100.031690324433 100.239713213247 100.763082571149
33648 1.04185166358948 0.951412689685821 0.897964203357697 1 1 1 100.065560416324 100.643258345354 100.214705952011
33649 1.04168064594269 0.948586118221283 0.900871419906616 1 1 1 100.049134875851 100.344255225865 100.539157473018
33650 1.04128217697144 0.94945582151413 0.901173114776611 1 1 1 100.010863572642 100.436255021679 100.572827259153
33651 1.04140691757202 0.94794647693634 0.901959776878357 1 1 1 100.022844393463 100.276592072129 100.660620414955
33652 1.04141495227814 0.949896550178528 0.903116178512573 1 1 1 100.023616093887 100.482876607991 100.789677285264
33653 1.04201707839966 0.949595868587494 0.902323114871979 1 1 1 100.081447827422 100.451069616794 100.701169704176
33654 1.04162313938141 0.948606216907501 0.903876757621765 1 1 1 100.043611607537 100.346381324551 100.874559523883
33655 1.04189400672913 0.944740486145019 0.893348932266235 1 1 1 100.069627300456 99.9374528500416 99.6996319283584
33656 1.04183311462402 0.946825790405273 0.892326247692108 1 1 1 100.063778864604 100.158042524395 99.585498165014
33657 1.04192631244659 0.947930526733398 0.892562675476074 1 1 1 100.072730131537 100.274904812317 99.6118840061872
33658 1.0416365146637 0.948791801929474 0.896848738193512 1 1 1 100.044896248301 100.366013059038 100.090217678414
33659 1.04099535942078 0.946659648418427 0.891142690181732 1 1 1 99.9833159284356 100.140467531875 99.45341064144
33660 1.04142978191376 0.94760183095932 0.893314290046692 1 1 1 100.025040419298 100.240134397684 99.6957657833249
33661 1.04196081161499 0.94674254655838 0.893550932407379 1 1 1 100.076043634543 100.149236743182 99.7221755717145
33662 1.04164211750031 0.94689656496048 0.897235286235809 1 1 1 100.045434377677 100.165529266921 100.133357258199
33663 1.0411922454834 0.946592247486114 0.887827706336975 1 1 1 100.002226023685 100.133337661193 99.083451427035
33664 1.04172542095184 0.948570144176483 0.888539624214172 1 1 1 100.053435331032 100.342565443991 99.162902969155
33665 1.04208633899689 0.944812679290772 0.8853555560112 1 1 1 100.088100022469 99.9450896552865 98.8075542175022
33666 1.04055800437927 0.946303522586822 0.883793032169342 1 1 1 99.9413097783679 100.102795484338 98.6331732491192
33667 1.04205782413483 0.944416463375092 0.886046147346497 1 1 1 100.085361287434 99.9031767596582 98.8846256724009
33668 1.04135262966156 0.949089193344116 0.885979330539703 1 1 1 100.017630263301 100.397472005611 98.8771687753215
33669 1.04153907299042 0.947654509544373 0.891279232501984 1 1 1 100.035537376991 100.245706894774 99.4686490534199
33670 1.0418482542038 0.945664751529694 0.888353025913239 1 1 1 100.065232958874 100.035224385883 99.1420782037698
33671 1.04100081920624 0.946112203598023 0.892204117774963 1 1 1 99.9838403183377 100.08255719382 99.5718682077296
33672 1.04145014286041 0.950262188911438 0.890967512130737 1 1 1 100.026996004348 100.521554958466 99.4338604001229
33673 1.04134802818298 0.946214532852173 0.893978750705719 1 1 1 100.017188310239 100.093381886063 99.7699209994372
33674 1.04155869483948 0.948542249202728 0.89010021686554 1 1 1 100.037421974761 100.339614630868 99.3370684125912
33675 1.04189262390137 0.951955842971802 0.899873733520508 1 1 1 100.069494485547 100.700714712159 100.427813560374
33676 1.04131908416748 0.950082147121429 0.895428657531738 1 1 1 100.014408356784 100.50250960351 99.9317336704591
33677 1.04139852523804 0.950060439109802 0.894892084598541 1 1 1 100.022038344356 100.500213265605 99.8718509952688
33678 1.04186050891876 0.952365219593048 0.894387722015381 1 1 1 100.066409973764 100.744019786286 99.8155630633272
33679 1.04165036678314 0.947992527484894 0.889974904060364 1 1 1 100.046226687311 100.281463435844 99.3230832382649
33680 1.0416234254837 0.945382010936737 0.892635142803192 1 1 1 100.043639086484 100.005315246715 99.6199715132962
33681 1.04151449203491 0.948736047744751 0.896485710144043 1 1 1 100.033176477475 100.360115215886 100.049702979616
33682 1.04207952022552 0.949733626842499 0.8950110912323 1 1 1 100.087445107569 100.465642093909 99.8851323875157
33683 1.04150841236115 0.949370300769806 0.897035598754883 1 1 1 100.032592549854 100.427208383497 100.111071712619
33684 1.04101147651672 0.949072897434235 0.891343975067139 1 1 1 99.9848639091075 100.395748175893 99.4758744607416
33685 1.0418066740036 0.945050740242004 0.896874094009399 1 1 1 100.061239351934 99.9702724493323 100.093047441141
33686 1.04148955345154 0.945452797412872 0.895018124580383 1 1 1 100.030781229275 100.012803250273 99.8859173240504
33687 1.04204335212708 0.941900670528412 0.890008997917175 1 1 1 100.083971310706 99.6370487248351 99.3268881848567
33688 1.04135239124298 0.942384934425354 0.892788994312286 1 1 1 100.017607364178 99.6882755972698 99.6371416673919
33689 1.04142005443573 0.949589169025421 0.879936766624451 1 1 1 100.024106135106 100.450360917232 98.202805851166
33690 1.04187843799591 0.946079778671265 0.886320722103119 1 1 1 100.068131987766 100.079127188822 98.9152687964741
33691 1.04146389961243 0.94870890378952 0.88750935792923 1 1 1 100.028317283709 100.357243847731 99.0479230708341
33692 1.04138462543488 0.950625813007355 0.88842830657959 1 1 1 100.020703325522 100.560020194659 99.1504796854926
33693 1.04153945446014 0.945756447315216 0.896995377540588 1 1 1 100.035574015586 100.044924238251 100.106582939961
33694 1.0419276714325 0.949397695064545 0.890045022964478 1 1 1 100.072860656534 100.430106233308 99.3309086563953
33695 1.04195594787598 0.94373162984848 0.894904661178589 1 1 1 100.075576492447 99.8307330364563 99.8732545682249
33696 1.04152419567108 0.950387227535248 0.89354612827301 1 1 1 100.034108471755 100.534781915238 99.7216394201492
33697 1.04202628135681 0.946793866157532 0.898382353782654 1 1 1 100.082331733545 100.15466548271 100.261372424599
33698 1.04156544208527 0.949363791942596 0.892892169952393 1 1 1 100.038070019924 100.426519860435 99.6486562872354
33699 1.04172534942627 0.948013365268707 0.899823009967804 1 1 1 100.053428461295 100.283667718468 100.422152704518
33700 1.04119358062744 0.952056777477264 0.899463772773743 1 1 1 100.00235425877 100.711391863746 100.382061073208
33701 1.04145214557648 0.947714745998383 0.901985418796539 1 1 1 100.027188356976 100.252078885676 100.663482107304
33702 1.04181215763092 0.949383544921875 0.900120007991791 1 1 1 100.061766031748 100.428609389215 100.455298312695
33703 1.04211804866791 0.949249362945557 0.894788551330566 1 1 1 100.091145605744 100.414415221474 99.8602964633982
33704 1.04141187667847 0.95005578994751 0.897737538814545 1 1 1 100.023320695208 100.499721463418 100.18940970918
33705 1.04186773300171 0.947832238674164 0.895840334892273 1 1 1 100.067103817172 100.264507609668 99.9776777353548
33706 1.04161553382874 0.947354996204376 0.896990370750427 1 1 1 100.042881125533 100.214023484639 100.10602417158
33707 1.0420049905777 0.948256969451904 0.896210396289825 1 1 1 100.080286841918 100.309436892044 100.018977370687
33708 1.04173607826233 0.948303258419037 0.899960100650787 1 1 1 100.054458921801 100.314333476385 100.437452314939
33709 1.0415684223175 0.947493171691895 0.900434243679047 1 1 1 100.038356258954 100.228640097848 100.490367680584
33710 1.04238092899323 0.948524236679077 0.900038421154022 1 1 1 100.116394178064 100.33770921265 100.446193048893
33711 1.0410924911499 0.947727394104004 0.898132610321045 1 1 1 99.9926450308874 100.253416839831 100.233500525613
33712 1.04136707782745 0.950844621658325 0.893061232566833 1 1 1 100.019017950116 100.583166423237 99.6675240328875
33713 1.04222474098206 0.952228820323944 0.892111384868622 1 1 1 100.101392963002 100.729591066734 99.5615190190801
33714 1.04141368865967 0.952565383911133 0.897324097156525 1 1 1 100.023494728538 100.765193761991 100.14326874495
33715 1.04191024303436 0.952483868598938 0.895977127552033 1 1 1 100.07118673069 100.756570830309 99.9929440857537
33716 1.04216351509094 0.951210701465607 0.894439351558685 1 1 1 100.095512468379 100.621891431868 99.821325029652
33717 1.04181039333344 0.949464190006256 0.89808577299118 1 1 1 100.061596578243 100.437140265616 100.228273380453
33718 1.04221701622009 0.949863040447235 0.889116168022156 1 1 1 100.100651031438 100.47933184915 99.2272464785838
33719 1.04149491786957 0.949918496608734 0.893194973468781 1 1 1 100.031296459528 100.485198166521 99.6824498006545
33720 1.04157569408417 0.948396039009094 0.898471069335937 1 1 1 100.039054682186 100.324148082597 100.271273268143
33721 1.04151647090912 0.946128666400909 0.901176035404205 1 1 1 100.03336654019 100.084298677975 100.573153207375
33722 1.04223740100861 0.951418089866638 0.900199449062347 1 1 1 100.1026089064 100.643829592509 100.464164104334
33723 1.04178957939148 0.946002924442291 0.901221930980682 1 1 1 100.05959748486 100.070997320359 100.578275250864
33724 1.04171776771545 0.948339128494263 0.901980674266815 1 1 1 100.052700269204 100.318127919413 100.662952607743
33725 1.0422527551651 0.949278557300568 0.901449549198151 1 1 1 100.10408360988 100.417503487004 100.603677925767
33726 1.04203066825867 0.949218237400055 0.901766633987427 1 1 1 100.082753077396 100.411122668883 100.639065259472
33727 1.04202415943146 0.950413143634796 0.899300515651703 1 1 1 100.082127931356 100.537523397174 100.363841232798
33728 1.04175412654877 0.94493693113327 0.9025221824646 1 1 1 100.056192385364 99.9582333839965 100.723386068909
33729 1.04219515323639 0.944010138511658 0.90329601764679 1 1 1 100.098551181917 99.8601945095305 100.809747713336
33730 1.04165863990784 0.949220430850983 0.901292383670807 1 1 1 100.047021286857 100.411354698633 100.586137920219
33731 1.04139931201935 0.946073889732361 0.902134740352631 1 1 1 100.02211391146 100.078504239385 100.680146709055
33732 1.04129111766815 0.946519684791565 0.901797318458557 1 1 1 100.01172228973 100.125661763979 100.642489711404
33733 1.04166865348816 0.945375096797943 0.897567296028137 1 1 1 100.047983049996 100.004583848591 100.170410253838
33734 1.04169266223907 0.951272261142731 0.896048414707184 1 1 1 100.050288991619 100.628403397238 100.000899883173
33735 1.04189479351044 0.948089408874512 0.893828415870667 1 1 1 100.06970286756 100.291711836806 99.7531433136087
33736 1.04156694412231 0.951408159732819 0.893806886672974 1 1 1 100.038214284395 100.642779153479 99.7507406095721
33737 1.04133179187775 0.945969986915588 0.89251903295517 1 1 1 100.015628880006 100.067513091018 99.6070134084695
33738 1.04127812385559 0.947465825080872 0.890455770492554 1 1 1 100.010474287561 100.225747292162 99.3767489500203
33739 1.04131524562836 0.950412166118622 0.890349316596985 1 1 1 100.014039680914 100.537419992611 99.3648684699277
33740 1.04136428833008 0.946078407764435 0.893904411792755 1 1 1 100.018750030384 100.078982170229 99.7616246193859
33741 1.0417094707489 0.95245555639267 0.894022536277771 1 1 1 100.051903379745 100.753575881093 99.7748075619658
33742 1.04187514781952 0.948902225494385 0.898162126541138 1 1 1 100.067815979877 100.377693991499 100.236794598257
33743 1.041579246521 0.947664678096771 0.896739435195923 1 1 1 100.039395879109 100.24678255443 100.078019232504
33744 1.04176197052002 0.947553718090057 0.89601423740387 1 1 1 100.05694576649 100.235044875562 99.9970856237748
33745 1.04141907691956 0.948151993751526 0.893628656864166 1 1 1 100.024012248704 100.298332250864 99.7308497856231
33746 1.04206521511078 0.947800981998444 0.895865750312805 1 1 1 100.086071160227 100.261201185733 99.9805141500868
33747 1.04188532829285 0.946935892105103 0.895609152317047 1 1 1 100.068793772402 100.169689409012 99.9518772705803
33748 1.04160826206207 0.95002955198288 0.898461961746216 1 1 1 100.042182702301 100.496945933638 100.270256841851
33749 1.04168853759766 0.949969637393951 0.896768879890442 1 1 1 100.049892836802 100.49060799058 100.081305322743
33750 1.04239246845245 0.947544062137604 0.896795666217804 1 1 1 100.117502495586 100.234023440251 100.084294733579
33751 1.04163856506348 0.947254061698914 0.898687982559204 1 1 1 100.045093180754 100.203346333052 100.295481243033
33752 1.04170217514038 0.948846530914307 0.897718679904938 1 1 1 100.051202666601 100.371802453503 100.187305014946
33753 1.04222111701965 0.947652411460876 0.899631762504578 1 1 1 100.101044896342 100.245484953274 100.400809082779
33754 1.04190933704376 0.949160933494568 0.899570643901825 1 1 1 100.071099714025 100.405060891668 100.393988117333
33755 1.04078555107117 0.949165081977844 0.900492024421692 1 1 1 99.9631647007537 100.405499730543 100.496816133776
33756 1.04142823219299 0.951310038566589 0.896209633350372 1 1 1 100.024891575003 100.632399605267 100.018892225029
33757 1.04159481525421 0.950123333930969 0.897723948955536 1 1 1 100.0408911918 100.506866466475 100.187893052147
33758 1.04127378463745 0.950563609600067 0.898687028884888 1 1 1 100.010057523534 100.553440133601 100.29537481096
33759 1.04159684181213 0.946826338768005 0.898557329177856 1 1 1 100.04108583434 100.158100531832 100.280900049101
33760 1.04158549308777 0.950088477134705 0.897864329814911 1 1 1 100.039995836115 100.503179211103 100.203559853219
33761 1.04146640300751 0.950409853458405 0.898189175128937 1 1 1 100.028557724494 100.537175352549 100.239813277914
33762 1.04147062301636 0.947920191287994 0.893633091449738 1 1 1 100.028963038959 100.273811498224 99.7313446947602
33763 1.04174003601074 0.948842787742615 0.896313560009003 1 1 1 100.054839047233 100.371406489691 100.030490660129
33764 1.04180064201355 0.949174344539642 0.900111699104309 1 1 1 100.060660004138 100.406479551823 100.454371023264
33765 1.04164102077484 0.950043177604675 0.899151730537415 1 1 1 100.045329041714 100.498387292356 100.347236499087
33766 1.04126667976379 0.955309617519379 0.898435580730438 1 1 1 100.009375129688 101.055486938642 100.267312664645
33767 1.04140586853027 0.951165330410004 0.899340772628784 1 1 1 100.022743637325 100.617091946933 100.368333996658
33768 1.04210851192474 0.951869642734528 0.897112703323364 1 1 1 100.090229640849 100.691596195196 100.11967674568
33769 1.04166877269745 0.94858238697052 0.898359942436218 1 1 1 100.047994499558 100.343860523084 100.258871270895
33770 1.04165551662445 0.947633910179138 0.8989861369133 1 1 1 100.046721308354 100.243527832776 100.328755900099
33771 1.04127013683319 0.949279248714447 0.899546945095062 1 1 1 100.009707166962 100.417576626816 100.391343280331
33772 1.04153985977173 0.949211645126343 0.898465859889984 1 1 1 100.035612944094 100.410425318602 100.270691882947
33773 1.04144654273987 0.947205746173859 0.894797003269196 1 1 1 100.0266502276 100.198235373399 99.8612397176407
33774 1.04180064201355 0.94910055398941 0.884955978393555 1 1 1 100.060660004138 100.398673768391 98.7629605095263
33775 1.0413626909256 0.94628027677536 0.889890491962433 1 1 1 100.018596606264 100.100336473402 99.3136626694479
33776 1.04160408973694 0.944692265987396 0.888649272918701 1 1 1 100.04178196766 99.9323519786387 99.1751399966904
33777 1.04189381599426 0.944503605365753 0.890893959999084 1 1 1 100.069608981159 99.9123948980895 99.4256518265315
33778 1.04191193580627 0.949553728103638 0.889892685413361 1 1 1 100.071349314458 100.446611871328 99.3139074632146
33779 1.04143991470337 0.948638427257538 0.89184798002243 1 1 1 100.026013631999 100.349788630986 99.5321224806561
33780 1.04138886928558 0.948378276824951 0.894577133655548 1 1 1 100.0211109299 100.322269146036 99.8367018033262
33781 1.04131767749786 0.947130107879639 0.892725479602814 1 1 1 100.014273251962 100.190234130124 99.6300532913636
33782 1.04161047935486 0.949011135101318 0.89568943977356 1 1 1 100.042395664139 100.389214772991 99.9608375206837
33783 1.04175481796265 0.945993614196777 0.898854148387909 1 1 1 100.056258792819 100.070012454953 100.314025701265
33784 1.04176926612854 0.945031118392944 0.896946775913239 1 1 1 100.057646479635 99.9681967918962 100.101158895466
33785 1.04125008583069 0.947852969169617 0.900562858581543 1 1 1 100.007781350771 100.26670054301 100.504721375961
